Guid	GameId	Date	GameNumber	DayOfTheWeek	StartTime	DesignerHitterFlag	DayNightFlag	AwayTeamId	HomeTeamId	ParkId	AwayStartPitcherId	HomeStartPitcherId	HomePlateUmpireId	Base1UmpireId	Base2UmpireId	Base3UmpireId	LeftFieldUpireId	RightFieldUmpireId	Attendance	ScorerRecordId	TranslatorRecordId	Inputter	InputTime	Edit Time	HowScored	PitchesEntered	Temperature	WindDirection	WindSpeed	FieldCondition	Precipitation	Sky	Minutes	NumberOfInnings	AwayFinalScore	HomeFinalScore	AwayHits	HomeHits	AwayErrors	HomeErrors	AwayLeftOnBases	HomeLeftOnBases	WinningPitcher	LosingPitcher	SavePitcher	GameWinningRbi	AwayBatter1	AwayBatter1FieldPosition	AwayBatter2	AwayBatter2FieldPosition	AwayBatter3	AwayBatter3FieldPosition	AwayBatter4	AwayBatter4FieldPosition	AwayBatter5	AwayBatter5FieldPosition	AwayBatter6	AwayBatter6FieldPosition	AwayBatter7	AwayBatterFieldPosition	AwayBatter8	AwayBatter8FieldPosition	AwayBatter9	AwayBatter9FieldPosition	HomeBatter1	HomeBatter1FieldPosition	HomeBatter2	HomeBatter2FieldPosition	HomeBatter3	HomeBatter3FieldPosition	HomeBatter4	HomeBatter4FieldPosition	HomeBatter5	HomeBatter5FieldPosition	HomeBatter6	HomeBatter6FieldPosition	HomeBatter7	HomeBatter7FieldPosition	HomeBatter8	HomeBatter8FieldPosition	HomeBatter9	HomeBatter9FieldPosition	AwayFinishingPitcher	HomeFinishingPitcher
1D46C0B6-3BE3-4BE0-BA41-3887FF9982EE	COL201606280	20160628	0	Tuesday	921	F	N	TOR	COL	DEN02	happj001	butle001	diazl901	lentn901	blasc901	nelsj901	NULL	NULL	33917	NULL	NULL	NULL	NULL	NULL	1	1	62	4	4	0	0	2	231	9	14	9	18	14	1	4	13	8	happj001	butle001	NULL	NULL	carre001	9	travd001	4	donaj001	5	encae001	3	saunm001	7	tulot001	6	martr004	2	pillk001	8	happj001	1	blacc001	8	adamc001	4	arenn001	5	gonzc001	9	stort001	6	reynm001	3	hundn001	2	barnb002	7	butle001	1	osunr001	mottj001
9A6F1275-90E3-41D2-9D56-38E9EC3159E9	PIT201609090	20160909	0	Friday	708	F	N	CIN	PIT	PIT08	adlet001	braus002	fostm901	barrl901	hobep901	nauep901	NULL	NULL	24520	NULL	NULL	NULL	NULL	NULL	1	1	78	0	0	0	0	3	181	9	4	3	10	10	0	0	7	8	igler001	watst001	NULL	NULL	peraj003	8	cozaz001	6	vottj001	3	duvaa001	7	philb001	4	sches001	9	suare001	5	cabrr001	2	adlet001	1	harrj002	4	bellj005	9	mccua001	8	polag001	7	kangj001	5	freed001	3	cervf001	2	mercj002	6	braus002	1	igler001	watst001
144F8FE8-92E9-4452-BCAD-38F580C682DF	CHN201606170	20160617	0	Friday	121	F	D	PIT	CHN	CHI11	lirif001	arrij001	cedeg901	coope901	wolfj901	dejer901	NULL	NULL	41547	NULL	NULL	NULL	NULL	NULL	1	1	72	6	7	0	0	1	198	9	0	6	3	9	0	0	7	14	arrij001	lirif001	NULL	NULL	jasoj001	3	polag001	9	mccua001	8	freed001	5	joycm001	7	harrj002	4	mercj002	6	stewc001	2	lirif001	1	fowld001	8	szczm001	7	zobrb001	4	rizza001	3	almoa002	9	baezj001	5	russa002	6	montm001	2	arrij001	1	scahr001	grimj002
B0DBAD85-6327-4E13-A3F7-38F61B0FAF48	TOR201608100	20160810	0	Wednesday	707	T	N	TBA	TOR	TOR02	snelb001	happj001	fagac901	marqa901	vanol901	rackd901	NULL	NULL	45501	NULL	NULL	NULL	NULL	NULL	1	1	84	2	10	0	0	1	181	9	0	7	5	9	2	0	6	9	happj001	snelb001	NULL	NULL	forsl001	4	kierk001	8	longe001	5	millb002	3	mahtm001	7	souzs001	9	beckt001	6	shafr001	10	maill001	2	travd001	4	donaj001	5	encae001	10	martr004	2	tulot001	6	uptob001	8	saunm001	9	smoaj001	3	barnd001	7	jepsk001	teper001
8B290C96-6076-4F65-B5CC-390A125786A0	KCA201608310	20160831	0	Wednesday	716	T	N	NYA	KCA	KAN06	cessl001	kenni001	kellj901	tumpj901	onorb901	hobep901	NULL	NULL	22615	NULL	NULL	NULL	NULL	NULL	1	1	78	4	9	0	0	2	259	13	5	4	11	6	1	2	11	6	hellb001	younc003	betad001	NULL	gardb001	7	ellsj001	8	sancg002	2	teixm001	3	gregd001	6	casts001	4	mccab002	10	headc001	5	hicka001	9	dysoj001	8	cuthc001	5	hosme001	3	morak001	10	peres002	2	gorda001	7	orlap001	9	escoa003	6	mondr003	4	betad001	stram001
2CBA2DA6-FACE-4CAD-81F4-392C5DF73767	CIN201604040	20160404	0	Monday	411	F	D	PHI	CIN	CIN09	hellj001	igler001	millb901	randt901	knigb901	ticht901	NULL	NULL	43683	NULL	NULL	NULL	NULL	NULL	1	1	50	4	16	0	0	2	176	9	2	6	6	6	2	0	5	3	ohler001	hernd002	NULL	NULL	hernc005	4	herro001	8	franm004	5	howar001	3	ruizc001	2	huntc001	7	bourp001	9	galvf001	6	hellj001	1	cozaz001	6	suare001	5	vottj001	3	philb001	4	brucj001	9	mesod001	2	duvaa001	7	igler001	1	hamib001	8	nerih001	hoovj002
C6E646C0-4E2D-45EC-80D2-39323CEFF5FD	HOU201607050	20160705	0	Tuesday	711	T	N	SEA	HOU	HOU03	walkt004	keucd001	millb901	knigb901	randt901	hamaa901	NULL	NULL	21553	NULL	NULL	NULL	NULL	NULL	1	1	73	0	0	4	1	5	154	9	2	5	7	7	1	1	6	4	keucd001	walkt004	harrw002	NULL	martl004	8	gutif001	9	canor001	4	cruzn002	10	lee-d004	3	seagk001	5	iannc001	2	robed003	7	martk001	6	sprig001	9	gonzm002	3	altuj001	4	corrc001	6	rasmc001	7	valbl001	5	gomec002	8	reeda002	10	gatte001	2	montm002	harrw002
7AAB94FB-B848-41C3-A7ED-393A33D6B8B2	PHI201605220	20160522	0	Sunday	138	F	D	ATL	PHI	PHI13	kellc001	eickj001	drakr901	torrc901	holbs901	davig901	NULL	NULL	23367	NULL	NULL	NULL	NULL	NULL	1	1	65	8	7	0	0	0	155	9	0	5	6	13	0	0	6	9	eickj001	kellc001	NULL	NULL	incie001	7	darnc001	5	freef001	3	markn001	9	beckg001	4	piera001	2	castd001	6	kellc001	1	smitm007	8	herro001	8	hernc005	4	franm004	5	joset001	3	ruppc001	2	galvf001	6	goedt001	7	eickj001	1	bourp001	9	kroli001	gomej002
0890F167-2D91-42F2-8746-397609448DEB	MIA201609090	20160909	0	Friday	711	F	N	LAN	MIA	MIA02	kersc001	fernj003	knigb901	randt901	millb901	woodt901	NULL	NULL	22940	NULL	NULL	NULL	NULL	NULL	1	1	77	0	0	4	1	5	188	9	1	4	7	8	0	0	9	7	fernj003	kersc001	ramoa001	NULL	utlec001	4	seagc001	6	turnj001	5	gonza003	3	grany001	2	reddj001	9	pedej001	8	tolea001	7	kersc001	1	gordd002	4	realj001	2	pradm001	5	yelic001	8	ozunm001	9	franj004	7	johnc003	3	hecha001	6	fernj003	1	libea001	ramoa001
2F437EA8-0FC2-4037-BDDE-3987156B743E	MIN201605240	20160524	0	Tuesday	711	T	N	KCA	MIN	MIN04	volqe001	sante001	carlm901	kellj901	tumpj901	porta901	NULL	NULL	23541	NULL	NULL	NULL	NULL	NULL	1	1	82	5	5	0	0	2	187	9	7	4	13	7	1	2	7	8	volqe001	sante001	daviw001	NULL	escoa003	6	merrw001	4	cainl001	8	hosme001	3	morak001	10	peres002	2	orlap001	9	cuthc001	5	dysoj001	7	nunee002	4	mauej001	3	sanom001	10	plout001	5	grosr001	7	arcio001	9	escoe001	6	centj001	2	santd001	8	daviw001	abadf001
00EC0F33-A34A-488C-9D52-39A5C6CFACDF	MIA201604160	20160416	0	Saturday	711	F	N	ATL	MIA	MIA02	norrb001	koeht001	cedeg901	coope901	wolfj901	johna901	NULL	NULL	33123	NULL	NULL	NULL	NULL	NULL	1	1	71	0	0	4	1	5	175	9	6	4	10	8	0	1	5	9	norrb001	koeht001	grilj001	NULL	markn001	9	beckg001	4	freef001	3	garca004	5	piera001	2	johnk003	7	aybae001	6	smitm007	8	norrb001	1	gordd002	4	ozunm001	8	yelic001	7	stanm004	9	pradm001	5	bourj002	3	realj001	2	hecha001	6	koeht001	1	grilj001	mcgod001
52463BFF-8A2C-4B2F-AEB0-39A7C7F5B5EE	ARI201605290	20160529	0	Sunday	110	F	D	SDN	ARI	PHO01	pomed001	brada001	millb901	randt901	knigb901	ticht901	NULL	NULL	21458	NULL	NULL	NULL	NULL	NULL	1	1	74	0	0	4	1	5	159	9	3	6	5	9	0	0	4	8	brada001	pomed001	ziegb001	NULL	jay-j001	8	myerw001	3	kempm001	9	solay001	5	uptob001	7	bethc001	2	ramia003	6	amara001	4	pomed001	1	seguj002	4	gossp001	5	goldp001	3	drurb001	9	tomay001	7	owinc001	8	herrc001	2	ahmen001	6	brada001	1	campl001	ziegb001
42097FA5-C644-477D-92E0-39F7BB8E8399	MIA201608080	20160808	0	Monday	711	F	N	SFN	MIA	MIA02	cuetj001	fernj003	eddid901	diazl901	blasc901	nelsj901	NULL	NULL	22806	NULL	NULL	NULL	NULL	NULL	1	1	76	0	0	4	1	5	334	14	8	7	18	13	0	1	18	6	kontg001	mcgod001	NULL	NULL	spand001	8	pagaa001	7	beltb001	3	poseb001	2	crawb001	6	pench001	9	panij002	4	nunee002	5	cuetj001	1	gordd002	4	pradm001	5	yelic001	7	stanm004	9	ozunm001	8	realj001	2	dietd001	3	hecha001	6	fernj003	1	kontg001	casha001
8B426E85-896C-49A7-A5F7-3A0382079818	NYN201608260	20160826	0	Friday	710	F	N	PHI	NYN	NYC20	morga001	colob001	herna901	littw901	barrt901	barkl901	NULL	NULL	31111	NULL	NULL	NULL	NULL	NULL	1	1	88	5	15	0	0	2	176	9	4	9	7	11	0	0	6	3	colob001	morga001	NULL	NULL	hernc005	4	altha001	7	franm004	5	howar001	3	ruppc001	2	herro001	8	galvf001	6	bourp001	9	morga001	1	reyej001	5	cabra002	6	cespy001	7	walkn001	4	florw001	3	brucj001	9	ruggj001	8	darnt001	2	colob001	1	gonzs001	famij001
D8416192-3A37-4AB2-AFF7-3A201C8C1CAD	MIL201606240	20160624	0	Friday	710	F	N	WAS	MIL	MIL06	schem001	daviz001	hicke901	gibsg901	estam901	demud901	NULL	NULL	32668	NULL	NULL	NULL	NULL	NULL	1	1	79	6	11	0	0	1	186	9	3	5	9	5	0	1	11	3	torrc001	schem001	jeffj001	NULL	reveb001	7	taylm002	8	harpb003	9	murpd006	4	ramow001	2	zimmr001	3	renda001	5	espid001	6	schem001	1	villj001	6	genns001	4	lucrj001	2	cartc002	3	nieuk001	8	hilla001	5	florr003	9	presa001	7	daviz001	1	treib001	jeffj001
D975EF0C-D5C0-45F5-83B8-3A24A90AD7BA	LAN201606210	20160621	0	Tuesday	710	F	N	WAS	LAN	LOS03	roart001	kazms001	eddid901	nelsj901	lentn901	blasc901	NULL	NULL	42307	NULL	NULL	NULL	NULL	NULL	1	1	78	1	6	0	0	1	164	9	2	3	11	7	0	0	10	3	colel001	roart001	jansk001	NULL	reveb001	8	wertj001	7	harpb003	9	murpd006	4	zimmr001	3	ramow001	2	renda001	5	espid001	6	roart001	1	utlec001	4	seagc001	6	turnj001	5	gonza003	3	kendh001	7	pedej001	8	puigy001	9	grany001	2	kazms001	1	solis001	jansk001
3232B233-DA52-4756-B3A1-3A32BB7FF3E5	OAK201608090	20160809	0	Tuesday	707	T	N	BAL	OAK	OAK01	milew001	nealz001	joycj901	fairc901	morag901	hudsm901	NULL	NULL	13573	NULL	NULL	NULL	NULL	NULL	1	1	64	3	11	0	0	1	145	9	1	2	3	6	0	0	3	8	nealz001	milew001	madsr001	NULL	jonea003	8	kim-h001	7	machm001	5	davic003	3	trumm001	9	alvap001	10	wietm001	2	schoj001	4	hardj003	6	semim001	6	smolj002	8	valed001	3	davik003	7	butlb003	10	vogts001	2	eibnb001	9	healr001	5	ladet001	4	givem001	madsr001
7738DABE-56BF-4B0A-9B69-3A67C1FE36D7	DET201608270	20160827	0	Saturday	710	T	N	ANA	DET	DET05	oberb001	fulmm001	everm901	bakej902	timmt901	hobep901	NULL	NULL	33115	NULL	NULL	NULL	NULL	NULL	1	1	72	3	10	0	0	3	197	9	3	2	8	8	0	0	9	7	chacj001	fulmm001	salaf001	NULL	calhk001	9	troum001	8	pujoa001	10	cronc002	3	simma001	6	martj007	5	bussn001	7	perec003	2	cowak001	4	kinsi001	4	maybc001	8	cabrm001	3	martv001	10	martj006	9	uptoj001	7	mcgec001	5	mccaj001	2	iglej001	6	salaf001	rondb001
AF5EF23B-94D1-44A2-B023-3A940F45A160	NYA201607210	20160721	0	Thursday	107	T	D	BAL	NYA	NYC21	tillc001	sabac001	carlm901	randt901	ticht901	knigb901	NULL	NULL	42476	NULL	NULL	NULL	NULL	NULL	1	1	86	1	5	0	0	1	172	9	4	1	9	5	0	1	7	4	tillc001	sabac001	britz001	NULL	reimn001	7	schoj001	4	machm001	5	trumm001	10	davic003	3	hardj003	6	flahr001	9	josec002	2	borbj001	8	gardb001	7	ellsj001	8	beltc001	9	mccab002	2	teixm001	3	gregd001	6	rodra001	10	casts001	4	torrr001	5	britz001	greec003
8A19D576-7E16-48D5-8027-3AA0D49F633B	ARI201605150	20160515	0	Sunday	110	F	D	SFN	ARI	PHO01	cainm001	delar003	wendh902	morag901	gibsh902	laynj901	NULL	NULL	25007	NULL	NULL	NULL	NULL	NULL	1	1	74	0	0	4	1	5	180	9	2	1	4	8	1	0	6	8	strih001	ziegb001	garcj002	NULL	spand001	8	panij002	4	pench001	9	beltb001	3	crawb001	6	pagaa001	7	gillc001	5	browt002	2	cainm001	1	seguj002	4	owinc001	6	lambj001	5	goldp001	3	castw002	2	herrc001	8	tomay001	7	drurb001	9	delar003	1	garcj002	ziegb001
F241AF56-1805-4D1F-BDF3-3ABFE1C26FFC	TBA201607050	20160705	0	Tuesday	710	T	N	ANA	TBA	STP01	linct001	odorj001	hicke901	may-b901	estam901	demud901	NULL	NULL	14896	NULL	NULL	NULL	NULL	NULL	1	1	72	0	0	4	1	5	199	9	13	5	16	14	2	1	8	8	guerd001	odorj001	NULL	NULL	escoy001	5	calhk001	9	pujoa001	10	cronc002	3	navad002	7	giavj001	4	simma001	6	perec003	2	robis001	8	forsl001	4	millb002	6	longe001	5	morrl001	3	souzs001	8	dickc002	10	frann001	7	arcio001	9	congh001	2	streh001	eveld001
EF2B196D-588B-433B-8265-3AEA927B2828	ARI201607030	20160703	0	Sunday	112	F	D	SFN	ARI	PHO01	suara001	ray-r002	randt901	ticht901	millb901	knigb901	NULL	NULL	26171	NULL	NULL	NULL	NULL	NULL	1	1	77	0	0	4	1	5	227	11	5	4	9	9	1	0	10	8	osicj001	burge002	garcj002	NULL	tejar001	5	greeg002	4	beltb001	7	poseb001	3	crawb001	6	willm008	9	browt002	2	parkj002	8	suara001	1	seguj002	6	bourm001	8	goldp001	3	lambj001	5	tomay001	9	gossp001	4	drurb001	7	goset001	2	ray-r002	1	garcj002	burge002
BBF5E675-8F64-40BC-96EA-3AF29F2E00C6	ANA201609130	20160913	0	Tuesday	707	T	N	SEA	ANA	ANA01	walkt004	meyea001	blasc901	onorb901	eddid901	diazl901	NULL	NULL	32139	NULL	NULL	NULL	NULL	NULL	1	1	67	1	5	0	0	1	157	9	8	0	10	3	1	1	5	3	walkt004	meyea001	NULL	NULL	aokin001	7	smits002	9	canor001	4	cruzn002	10	seagk001	5	zunim001	2	martl004	8	voged001	3	martk001	6	escoy001	5	calhk001	9	troum001	8	pujoa001	10	cronc002	3	martj007	7	pennc001	6	perec003	2	cowak001	4	NULL	achta001
8674B02F-AC82-4B09-97AF-3B0651F44157	CLE201605160	20160516	0	Monday	610	T	N	CIN	CLE	CLE08	lambj002	andec002	emmep901	everm901	timmt901	blakr901	NULL	NULL	12184	NULL	NULL	NULL	NULL	NULL	1	1	64	3	16	0	0	2	193	9	6	15	12	19	2	1	5	9	huntt002	lambj002	NULL	NULL	cozaz001	6	suare001	5	vottj001	3	philb001	4	brucj001	9	duvaa001	7	peraj003	8	pachj001	10	cabrr001	2	davir003	8	kipnj001	4	lindf001	6	napom001	3	santc002	10	gomey001	2	ramij003	7	byrdm001	9	uribj002	5	ramij002	oterd001
3CE15B38-0BA6-43AA-8801-3B258D6FA641	SLN201608060	20160806	0	Saturday	615	F	N	ATL	SLN	STL10	carmf001	martc006	laynj901	sches901	gibsh902	wendh902	NULL	NULL	45468	NULL	NULL	NULL	NULL	NULL	1	1	84	4	9	0	0	2	201	9	13	5	15	11	0	2	6	8	carmf001	martc006	NULL	NULL	incie001	8	aybae001	6	freef001	3	kempm001	7	markn001	9	garca004	5	petej002	4	piera001	2	carmf001	1	carpm002	4	piscs001	9	mossb001	3	hollm001	7	peraj001	6	moliy001	2	gyorj001	5	phamt001	8	martc006	1	oflae001	willj003
8B9AFCCD-6995-4EF2-AF02-3B299414047A	NYN201608020	20160802	0	Tuesday	711	F	N	NYA	NYN	NYC20	tanam001	degrj001	gormb901	lentn901	wolcq901	carlm901	NULL	NULL	42819	NULL	NULL	NULL	NULL	NULL	1	1	75	8	8	0	0	2	159	9	1	7	6	10	2	0	7	4	degrj001	tanam001	NULL	NULL	gardb001	7	ellsj001	8	teixm001	3	mccab002	2	gregd001	6	casts001	4	headc001	5	hicka001	9	tanam001	1	deaza001	8	walkn001	4	brucj001	9	lonej001	3	florw001	5	confm001	7	darnt001	2	reynm003	6	degrj001	1	swara001	niesj001
074118B2-0EFC-44A2-82F6-3B2B32FD1BA7	MIA201607300	20160730	0	Saturday	711	F	N	SLN	MIA	MIA02	garcj004	rea-c001	welkb901	reybd901	carav901	hirsj901	NULL	NULL	25011	NULL	NULL	NULL	NULL	NULL	1	1	78	0	0	4	1	5	182	9	0	11	6	12	1	1	9	6	pheld001	garcj004	NULL	NULL	garcg002	6	gyorj001	5	hollm001	7	adamm002	3	moliy001	2	phamt001	8	wongk001	4	gricr001	9	garcj004	1	gordd002	4	pradm001	5	yelic001	7	stanm004	9	ozunm001	8	johnc003	3	mathj001	2	hecha001	6	rea-c001	1	willj003	ellib001
A4FC3670-4EF0-41A8-9856-3B7841DD547F	DET201606020	20160602	0	Thursday	740	T	N	NYA	DET	DET05	pinem001	boydm001	iassd901	scotd901	davib902	barrl901	NULL	NULL	28213	NULL	NULL	NULL	NULL	NULL	1	1	80	8	3	0	0	2	176	9	5	4	8	11	1	0	4	8	betad001	boydm001	chapa001	NULL	ellsj001	8	casts001	6	beltc001	9	teixm001	3	rodra001	10	headc001	5	romia002	2	refsr001	4	hicka001	7	maybc001	8	martj006	9	cabrm001	3	martv001	10	castn001	5	uptoj001	7	saltj001	2	avilm001	4	iglej001	6	chapa001	farmb001
113DF1DF-8956-4DCF-853F-3B7B03E7BDDD	DET201605180	20160518	0	Wednesday	110	T	D	MIN	DET	DET05	nolar001	verlj001	may-b901	blasc901	eddid901	nelsj901	NULL	NULL	29035	NULL	NULL	NULL	NULL	NULL	1	1	62	4	10	0	0	1	177	9	3	6	7	13	3	0	7	7	verlj001	nolar001	rodrf003	NULL	mauej001	10	nunee002	6	sanom001	9	parkb002	3	plout001	5	dozib001	4	rosae001	7	suzuk001	2	santd001	8	kinsi001	4	martj006	9	cabrm001	3	castn001	5	uptoj001	7	moyas001	10	maybc001	8	saltj001	2	iglej001	6	tonkm001	rodrf003
1F99B14C-EE17-4996-A10B-3BC4AE9BBAB5	SFN201606240	20160624	0	Friday	716	F	N	PHI	SFN	SFO03	efliz001	peavj001	lentn901	blasc901	eddid901	nelsj901	NULL	NULL	42238	NULL	NULL	NULL	NULL	NULL	1	1	66	2	19	0	0	1	201	9	4	5	10	9	2	0	11	7	peavj001	araue001	garcj002	NULL	herro001	8	hernc005	4	franm004	5	howar001	3	ruppc001	2	aschc001	7	galvf001	6	bourp001	9	efliz001	1	spand001	8	panij002	4	beltb001	3	crawb001	6	pagaa001	7	blang001	9	gillc001	5	browt002	2	peavj001	1	nerih001	garcj002
5FFCC29B-7134-42A5-B69B-3C01797C469B	CIN201604070	20160407	0	Thursday	1236	F	D	PHI	CIN	CIN09	mortc002	stepr002	knigb901	ticht901	millb901	randt901	NULL	NULL	10784	NULL	NULL	NULL	NULL	NULL	1	1	43	1	17	0	0	3	184	9	6	10	9	12	1	1	8	6	stepr002	mortc002	NULL	NULL	galvf001	6	herro001	8	franm004	5	howar001	3	blana001	4	huntc001	7	ruizc001	2	bourp001	9	mortc002	1	sches001	8	suare001	5	vottj001	3	duvaa001	7	brucj001	9	pachj001	4	dejei002	6	barnt001	2	stepr002	1	hinod001	ohler001
9FBA1263-59D2-4D75-ACF3-3C1A093856CB	ATL201606270	20160627	0	Monday	710	F	N	CLE	ATL	ATL02	bauet001	gantj002	laynj901	gibsh902	wendh902	hamaa901	NULL	NULL	15538	NULL	NULL	NULL	NULL	NULL	1	1	89	2	14	0	0	2	195	9	8	3	14	8	0	2	5	8	bauet001	jenkt001	NULL	NULL	davir003	7	kipnj001	4	lindf001	6	napom001	3	chisl001	9	ramij003	5	naqut001	8	gimec001	2	bauet001	1	petej002	4	incie001	8	freef001	3	markn001	9	garca004	5	flowt001	2	snydb003	7	aybae001	6	gantj002	1	chamj002	markm001
2875A263-C703-4311-BBAA-3C257EE5238E	ARI201608160	20160816	0	Tuesday	640	F	N	NYN	ARI	PHO01	syndn001	shipb001	hudsm901	fairc901	hoyej901	blakr901	NULL	NULL	20790	NULL	NULL	NULL	NULL	NULL	1	1	80	0	0	4	1	5	204	9	7	5	12	9	2	2	5	9	syndn001	shipb001	famij001	NULL	reyej001	6	granc001	7	brucj001	9	lonej001	3	johnk003	4	rivet001	5	deaza001	8	river003	2	syndn001	1	seguj002	4	bourm001	8	goldp001	3	lambj001	5	tomay001	9	castw002	2	hanim001	7	owinc001	6	shipb001	1	famij001	escoe002
74D9E9A6-9333-41C7-8A88-3C53309BA664	WAS201610010	20161001	0	Saturday	406	F	D	MIA	WAS	WAS11	chenw001	roart001	kellj901	tumpj901	porta901	onorb901	NULL	NULL	31635	NULL	NULL	NULL	NULL	NULL	1	1	66	6	4	0	0	3	183	9	1	2	4	7	0	1	7	6	roart001	chenw001	melam001	NULL	dietd001	4	rojam002	6	yelic001	8	bourj002	3	franj004	9	johnc003	5	hoodd001	7	mathj001	2	chenw001	1	turnt001	8	taylm002	7	harpb003	9	renda001	5	zimmr001	3	difow001	4	sevep001	2	espid001	6	roart001	1	pheld001	melam001
6A0494D6-3395-4910-8371-3C6A4A080F4C	SLN201609090	20160909	0	Friday	715	F	N	MIL	SLN	STL10	nelsj004	martc006	ticht901	torrc901	drakr901	davig901	NULL	NULL	42647	NULL	NULL	NULL	NULL	NULL	1	1	82	3	4	0	0	0	154	9	3	4	9	5	1	1	6	4	martc006	nelsj004	oh--s001	NULL	villj001	5	genns001	4	pereh001	9	cartc002	3	nieuk001	8	santd002	7	arcio002	6	pinam001	2	nelsj004	1	carpm002	3	wongk001	4	piscs001	9	mossb001	7	moliy001	2	peraj001	5	gyorj001	6	gricr001	8	martc006	1	marij001	oh--s001
006488BD-5FF4-4585-9094-3C6B9351B3A4	KCA201609280	20160928	0	Wednesday	614	T	N	MIN	KCA	KAN06	sante001	vargj001	dejer901	wintm901	ticht901	muchm901	NULL	NULL	23437	NULL	NULL	NULL	NULL	NULL	1	1	64	4	14	0	0	1	178	9	2	5	8	8	1	0	8	6	sorij001	roget001	daviw001	NULL	dozib001	4	polaj001	6	grosr001	7	sanom001	10	vargk001	3	keplm001	9	escoe001	5	murpj001	2	buxtb001	8	dysoj001	8	merrw001	4	hosme001	3	morak001	10	peres002	2	gorda001	7	orlap001	9	escoa003	6	cuthc001	5	charj001	daviw001
78EB201C-1B38-4A46-9C2D-3C8D62D0B54D	CLE201608120	20160812	0	Friday	710	T	N	ANA	CLE	CLE08	skagt001	carrc003	vanol901	rackd901	fagac901	marqa901	NULL	NULL	27014	NULL	NULL	NULL	NULL	NULL	1	1	90	3	15	0	0	0	193	9	3	13	8	17	2	0	5	6	carrc003	skagt001	NULL	NULL	escoy001	5	calhk001	9	troum001	8	pujoa001	10	simma001	6	sotog001	2	martj007	3	pennc001	4	robis001	7	davir003	8	kipnj001	4	lindf001	10	napom001	3	ramij003	5	guyeb001	7	almoa001	9	perer003	2	martm003	6	ramij002	mcalz001
385DF4B4-C2FF-4E32-AB08-3C8FF2F80A43	PIT201608190	20160819	0	Friday	707	F	N	MIA	PIT	PIT08	koeht001	coleg001	nauep901	kulpr901	conrc901	mealj901	NULL	NULL	32357	NULL	NULL	NULL	NULL	NULL	1	1	83	1	8	0	0	2	216	9	6	5	16	12	1	2	14	7	wittn001	felin001	rodnf001	NULL	gordd002	4	pradm001	5	yelic001	8	ozunm001	9	realj001	2	scrux001	3	andir001	7	rojam002	6	koeht001	1	harrj002	4	marts002	7	mccua001	8	polag001	9	freed001	3	kangj001	5	cervf001	2	mercj002	6	coleg001	1	rodnf001	felin001
D40CE9CC-3F4B-409E-9E5F-3CA9970C4DDC	CHN201609010	20160901	0	Thursday	706	F	N	SFN	CHN	CHI11	samaj001	montm002	hamaa901	hallt901	belld901	cuzzp901	NULL	NULL	38536	NULL	NULL	NULL	NULL	NULL	1	1	68	5	15	0	0	2	174	9	4	5	3	8	0	1	2	8	smitj002	strih001	edwac001	NULL	spand001	8	pagaa001	7	poseb001	2	pench001	9	crawb001	6	panij002	4	nunee002	5	beltb001	3	samaj001	1	fowld001	8	bryak001	5	rizza001	3	zobrb001	4	heywj001	9	russa002	6	coghc001	7	rossd001	2	montm002	1	reynm002	edwac001
1273E065-EA06-4361-9CFF-3CAF1F477FEB	OAK201604130	20160413	0	Wednesday	1237	T	D	ANA	OAK	OAK01	shoem001	surke001	guccc901	rackd901	vanol901	marqa901	NULL	NULL	11216	NULL	NULL	NULL	NULL	NULL	1	1	63	3	11	0	0	2	183	9	5	1	11	3	1	0	11	6	shoem001	surke001	NULL	NULL	escoy001	5	gentc001	7	troum001	8	pujoa001	10	cronc002	3	calhk001	9	simma001	6	perec003	2	giavj001	4	burnb002	8	crisc001	7	reddj001	9	vogts001	2	valed001	5	coghc001	4	butlb003	10	alony001	3	semim001	6	smitj002	rzepm001
72D1A0AD-CC9D-4422-8121-3CCA078E2F4E	CLE201605130	20160513	0	Friday	710	T	N	MIN	CLE	CLE08	nolar001	tomlj001	barrt901	herna901	barbs901	littw901	NULL	NULL	17803	NULL	NULL	NULL	NULL	NULL	1	1	62	4	11	0	0	1	187	9	6	7	8	8	1	2	8	5	mcalz001	may-t001	allec002	NULL	mauej001	3	nunee002	6	sanom001	9	plout001	5	parkb002	10	dozib001	4	arcio001	7	suzuk001	2	santd001	8	santc002	10	kipnj001	4	lindf001	6	napom001	3	ramij003	7	byrdm001	9	gomey001	2	uribj002	5	davir003	8	kintb001	allec002
1AA01162-1519-4C4A-B4D0-3CD368C46CFA	CHA201604220	20160422	0	Friday	711	T	N	TEX	CHA	CHI12	perem004	quinj001	marqa901	guccc901	rackd901	vanol901	NULL	NULL	15486	NULL	NULL	NULL	NULL	NULL	1	1	45	3	17	0	0	2	161	9	0	5	5	7	1	0	4	6	quinj001	perem004	NULL	NULL	deshd002	8	andre001	6	fielp001	10	belta001	5	desmi001	7	morem001	3	rua-r001	9	odorr001	4	holab001	2	eatoa002	9	jacka001	8	abrej003	3	frazt001	5	cabrm002	7	lawrb002	4	sandj002	10	navad001	2	salat001	6	wilht001	putnz001
