Guid	GameId	Date	GameNumber	DayOfTheWeek	StartTime	DesignerHitterFlag	DayNightFlag	AwayTeamId	HomeTeamId	ParkId	AwayStartPitcherId	HomeStartPitcherId	HomePlateUmpireId	Base1UmpireId	Base2UmpireId	Base3UmpireId	LeftFieldUpireId	RightFieldUmpireId	Attendance	ScorerRecordId	TranslatorRecordId	Inputter	InputTime	Edit Time	HowScored	PitchesEntered	Temperature	WindDirection	WindSpeed	FieldCondition	Precipitation	Sky	Minutes	NumberOfInnings	AwayFinalScore	HomeFinalScore	AwayHits	HomeHits	AwayErrors	HomeErrors	AwayLeftOnBases	HomeLeftOnBases	WinningPitcher	LosingPitcher	SavePitcher	GameWinningRbi	AwayBatter1	AwayBatter1FieldPosition	AwayBatter2	AwayBatter2FieldPosition	AwayBatter3	AwayBatter3FieldPosition	AwayBatter4	AwayBatter4FieldPosition	AwayBatter5	AwayBatter5FieldPosition	AwayBatter6	AwayBatter6FieldPosition	AwayBatter7	AwayBatterFieldPosition	AwayBatter8	AwayBatter8FieldPosition	AwayBatter9	AwayBatter9FieldPosition	HomeBatter1	HomeBatter1FieldPosition	HomeBatter2	HomeBatter2FieldPosition	HomeBatter3	HomeBatter3FieldPosition	HomeBatter4	HomeBatter4FieldPosition	HomeBatter5	HomeBatter5FieldPosition	HomeBatter6	HomeBatter6FieldPosition	HomeBatter7	HomeBatter7FieldPosition	HomeBatter8	HomeBatter8FieldPosition	HomeBatter9	HomeBatter9FieldPosition	AwayFinishingPitcher	HomeFinishingPitcher
BFC3547E-442B-44EC-A5DF-0F45E42CED61	TBA201605040	20160504	0	Wednesday	710	T	N	LAN	TBA	STP01	wooda002	smyld001	barrl901	iassd901	scotd901	davib902	NULL	NULL	13226	NULL	NULL	NULL	NULL	NULL	1	1	72	0	0	4	1	5	201	9	5	8	8	10	1	0	9	4	ramie004	wooda002	coloa001	NULL	herne001	7	puigy001	9	gonza003	3	turnj001	10	kendh001	4	thomt002	8	grany001	2	seagc001	6	culbc001	5	forsl001	4	guyeb001	8	longe001	5	pears001	3	souzs001	9	dickc002	10	jennd002	7	beckt001	6	casac001	2	hatcc002	coloa001
D62BDE56-DF60-4311-94BF-0F52081F0A2B	CLE201604160	20160416	0	Saturday	411	T	D	NYN	CLE	CLE08	harvm001	tomlj001	iassd901	davib902	barrl901	scotd901	NULL	NULL	20165	NULL	NULL	NULL	NULL	NULL	1	1	54	7	12	0	0	1	174	9	5	7	8	11	0	0	6	6	tomlj001	harvm001	allec002	NULL	granc001	9	wrigd002	5	confm001	7	cespy001	10	dudal001	3	walkn001	4	cabra002	6	darnt001	2	deaza001	8	davir003	9	kipnj001	4	lindf001	6	napom001	3	santc002	10	gomey001	2	ramij003	7	uribj002	5	naqut001	8	hendj001	allec002
3A387155-1320-4D49-8B52-0F6EC415910D	ATL201608020	20160802	0	Tuesday	711	F	N	PIT	ATL	ATL02	coleg001	foltm001	herna901	littw901	barrt901	barkl901	NULL	NULL	20633	NULL	NULL	NULL	NULL	NULL	1	1	79	2	6	0	0	2	200	9	5	3	5	9	1	0	3	10	coleg001	foltm001	watst001	NULL	jasoj001	3	polag001	9	joycm001	7	marts002	8	kangj001	5	cervf001	2	fraza001	4	mercj002	6	coleg001	1	petej002	4	aybae001	6	freef001	3	kempm001	7	markn001	9	garca004	5	incie001	8	piera001	2	foltm001	1	watst001	weber001
B7B57AB4-88DA-47F6-B4F8-0F9B47DDA749	NYN201608110	20160811	0	Thursday	1212	F	D	ARI	NYN	NYC20	shipb001	syndn001	welkb901	reybd901	carav901	hirsj901	NULL	NULL	39271	NULL	NULL	NULL	NULL	NULL	1	1	93	3	7	0	0	2	172	9	9	0	12	5	0	1	9	4	shipb001	syndn001	NULL	NULL	seguj002	4	bourm001	8	goldp001	3	lambj001	5	owinc001	6	drurb001	7	brits001	9	goset001	2	shipb001	1	deaza001	8	walkn001	4	brucj001	9	lonej001	3	johnk003	5	confm001	7	river003	2	reynm003	6	syndn001	1	leond003	blevj001
394E6EBB-8752-41B4-A237-0FC1CBB70CF8	KCA201605290	20160529	0	Sunday	117	T	D	CHA	KCA	KAN06	salec001	volqe001	barrt901	blakr901	herna901	littw901	NULL	NULL	36624	NULL	NULL	NULL	NULL	NULL	1	1	85	4	4	0	0	1	184	9	4	5	9	11	0	0	5	8	younc003	jonen001	daviw001	NULL	eatoa002	9	jacka001	8	frazt001	5	cabrm002	7	abrej003	3	lawrb002	4	navad001	2	garca003	10	salat001	6	escoa003	6	merrw001	4	cainl001	8	hosme001	3	morak001	10	orlap001	9	eibnb001	7	cuthc001	5	buted001	2	albem001	daviw001
63761337-3E80-436F-99FD-100661F8DD18	WAS201606100	20160610	0	Friday	706	F	N	PHI	WAS	WAS11	hellj001	stras001	morag901	gibsh902	laynj901	barrs901	NULL	NULL	37941	NULL	NULL	NULL	NULL	NULL	1	1	81	4	10	0	0	2	173	9	6	9	6	11	0	0	3	5	stras001	hellj001	papej001	NULL	herro001	8	hernc005	4	franm004	5	joset001	3	ruizc001	2	galvf001	6	aschc001	7	goedt001	9	hellj001	1	reveb001	8	wertj001	7	harpb003	9	murpd006	4	zimmr001	3	ramow001	2	drews001	5	espid001	6	stras001	1	garcl005	papej001
E95DC8BB-42C1-44BF-8B40-1031A66F9FBD	MIA201605040	20160504	0	Wednesday	710	F	N	ARI	MIA	MIA02	delar003	fernj003	gibsg901	hicke901	estam901	demud901	NULL	NULL	17043	NULL	NULL	NULL	NULL	NULL	1	1	71	0	0	4	1	5	168	9	3	4	9	8	1	0	8	6	fernj003	delar003	ramoa001	NULL	gossp001	4	lambj001	5	goldp001	3	perad001	8	drurb001	9	tomay001	7	herrc001	2	ahmen001	6	delar003	1	realj001	2	pradm001	5	yelic001	7	stanm004	9	dietd001	3	ozunm001	8	hecha001	6	rojam002	4	fernj003	1	hudsd001	ramoa001
C3B92DDF-A9DD-4479-A1AA-103654B44B52	SFN201608170	20160817	0	Wednesday	1245	F	D	PIT	SFN	SFO03	novai001	cainm001	eddid901	wintm901	muchm901	fostm901	NULL	NULL	41139	NULL	NULL	NULL	NULL	NULL	1	1	65	2	9	0	0	2	201	9	6	5	7	10	0	0	5	9	nicaj001	cainm001	watst001	NULL	harrj002	4	marts002	7	mccua001	8	polag001	9	freed001	5	jasoj001	3	mercj002	6	fryee001	2	novai001	1	nunee002	5	pagaa001	7	beltb001	3	poseb001	2	crawb001	6	pench001	9	panij002	4	blang001	8	cainm001	1	watst001	romos001
566A757F-1031-421A-BA70-10405A1D3C4B	CHA201608250	20160825	0	Thursday	710	T	N	SEA	CHA	CHI12	paxtj001	ranaa001	reybd901	carav901	emmep901	hirsj901	NULL	NULL	19072	NULL	NULL	NULL	NULL	NULL	1	1	81	5	11	0	0	0	186	9	6	7	8	11	1	1	5	8	robed002	vincn001	NULL	NULL	aokin001	7	smits002	9	canor001	4	cruzn002	10	linda001	3	zunim001	2	martl004	8	omals001	5	martk001	6	eatoa002	9	andet001	6	abrej003	3	frazt001	5	garca003	7	mornj001	10	navad001	2	shucj001	8	salat001	4	vincn001	robed002
0D9748D0-E014-4F82-99A9-1043E6DF1DB5	HOU201608160	20160816	0	Tuesday	711	T	N	SLN	HOU	HOU03	garcj004	keucd001	randt901	millb901	ticht901	knigb901	NULL	NULL	30438	NULL	NULL	NULL	NULL	NULL	1	1	73	0	0	4	1	5	186	9	8	5	9	9	1	0	2	9	garcj004	keucd001	oh--s001	NULL	phamt001	7	piscs001	9	carpm002	4	mossb001	3	moliy001	2	peraj001	10	gyorj001	5	gricr001	8	garcg002	6	sprig001	9	brega001	5	altuj001	4	corrc001	6	gonzm002	3	gatte001	10	hernt002	7	castj006	2	marij002	8	oh--s001	gilek001
34421A46-65E0-440A-B28C-1063310E9F08	PHI201605130	20160513	0	Friday	709	F	N	CIN	PHI	PHI13	finnb001	hellj001	reybd901	carav901	hirsj901	dejer901	NULL	NULL	22230	NULL	NULL	NULL	NULL	NULL	1	1	68	4	6	0	0	0	157	9	2	3	4	7	0	1	2	5	hellj001	finnb001	gomej002	NULL	cozaz001	6	suare001	5	vottj001	3	philb001	4	brucj001	9	duvaa001	7	holtt001	8	barnt001	2	finnb001	1	herro001	8	hernc005	4	franm004	5	ruizc001	2	galvf001	6	joset001	3	goedt001	7	hellj001	1	bourp001	9	woodb004	gomej002
A1F37754-B4B5-405D-A038-1069EAC48E61	CIN201609070	20160907	0	Wednesday	1237	F	D	NYN	CIN	CIN09	syndn001	desca001	rippm901	westj901	fleta901	lentn901	NULL	NULL	13936	NULL	NULL	NULL	NULL	NULL	1	1	87	7	8	0	0	2	209	9	6	3	13	13	0	1	10	12	syndn001	desca001	famij001	NULL	reyej001	5	cabra002	6	cespy001	7	granc001	9	johnk003	4	deaza001	8	lonej001	3	river003	2	syndn001	1	peraj003	6	suare001	5	vottj001	3	duvaa001	7	philb001	4	sches001	9	holtt001	8	barnt001	2	desca001	1	famij001	cingt001
BC7889C2-CD61-489C-A9B1-10B6965869E0	COL201604270	20160427	0	Wednesday	641	F	N	PIT	COL	DEN02	niesj001	grayj003	dejer901	davib902	barrl901	scotd901	NULL	NULL	21354	NULL	NULL	NULL	NULL	NULL	1	1	52	1	9	0	0	2	298	12	9	8	15	18	0	0	9	12	lobsk001	estec001	melam001	NULL	jasoj001	3	mccua001	8	freed001	5	marts002	7	cervf001	2	polag001	9	harrj002	4	mercj002	6	niesj001	1	parrg001	8	stort001	6	gonzc001	9	arenn001	5	reynm001	3	rabur001	7	hundn001	2	lemad001	4	grayj003	1	melam001	estec001
5792B75B-8F2E-4539-9BC0-10BD612C3153	CLE201606180	20160618	0	Saturday	611	T	N	CHA	CLE	CLE08	shiej002	salad001	millb901	woodt901	randt901	ticht901	NULL	NULL	31066	NULL	NULL	NULL	NULL	NULL	1	1	77	7	7	0	0	2	180	9	2	13	7	15	1	0	6	10	salad001	shiej002	NULL	NULL	andet001	6	eatoa002	9	abrej003	3	cabrm002	7	frazt001	5	navad001	2	lawrb002	4	garca003	10	shucj001	8	santc002	3	kipnj001	4	lindf001	6	napom001	10	ramij003	7	uribj002	5	chisl001	9	gomey001	2	naqut001	8	ynoam001	oterd001
AD371756-3CBE-4F2E-B29E-10ED7B3E682B	TEX201608160	20160816	0	Tuesday	706	T	N	OAK	TEX	ARL02	triga001	harrl002	westj901	danlk901	lentn901	fleta901	NULL	NULL	21877	NULL	NULL	NULL	NULL	NULL	1	1	79	4	10	0	0	3	220	10	4	5	11	6	0	1	14	8	kelak001	axfoj001	NULL	NULL	crisc001	8	valed001	9	vogts001	2	davik003	7	butlb003	10	alony001	3	semim001	6	healr001	5	muncm001	4	profj001	7	desmi001	8	beltc001	10	belta001	5	odorr001	4	morem001	3	andre001	6	rua-r001	9	chirr001	2	rzepm001	kelak001
B3582E19-BDC1-4A2E-9B35-1127EF5426C8	CLE201605310	20160531	0	Tuesday	610	T	N	TEX	CLE	CLE08	lewic001	klubc001	morag901	gibsh902	wendh902	gonzm901	NULL	NULL	10428	NULL	NULL	NULL	NULL	NULL	1	1	73	7	11	0	0	2	171	9	7	3	11	8	0	0	3	6	lewic001	klubc001	dysos001	NULL	profj001	4	desmi001	8	fielp001	10	belta001	5	mazan001	9	morem001	3	andre001	6	hoyij001	7	holab001	2	santc002	10	kipnj001	4	lindf001	6	napom001	3	ramij003	5	byrdm001	7	chisl001	9	gomey001	2	davir003	8	dysos001	armss001
5B836B1F-4607-4D40-BDF6-113723D590AE	PIT201606050	20160605	0	Sunday	137	F	D	ANA	PIT	PIT08	santh001	coleg001	barrl901	iassd901	scotd901	davib902	NULL	NULL	27754	NULL	NULL	NULL	NULL	NULL	1	1	70	6	8	0	0	0	188	9	5	4	9	9	0	0	5	11	guerd001	watst001	streh001	NULL	escoy001	5	calhk001	9	troum001	8	pujoa001	3	giavj001	4	orter001	7	perec003	2	santh001	1	petig001	6	mercj002	6	harrj002	4	polag001	7	kangj001	5	marts002	8	rodrs002	3	joycm001	9	stewc001	2	coleg001	1	streh001	hughj001
09DC744F-C31F-440F-88B6-113F3B862232	PIT201609070	20160907	0	Wednesday	709	F	N	SLN	PIT	PIT08	leakm001	tailj001	conrc901	everm901	bakej902	timmt901	NULL	NULL	21523	NULL	NULL	NULL	NULL	NULL	1	1	84	8	6	0	0	1	181	9	3	4	9	11	0	1	7	7	willt002	reyea004	watst001	NULL	carpm002	4	piscs001	9	adamm002	3	moliy001	2	mossb001	7	gricr001	8	peraj001	5	garcg002	6	leakm001	1	harrj002	4	freed001	3	mccua001	8	polag001	7	kangj001	5	joycm001	9	cervf001	2	mercj002	6	tailj001	1	reyea004	watst001
D03863B4-71AB-45C9-80B9-116A0BAE9E51	COL201607090	20160709	0	Saturday	642	F	N	PHI	COL	DEN02	eickj001	andet002	mealj901	woodt901	kulpr901	conrc901	NULL	NULL	48105	NULL	NULL	NULL	NULL	NULL	1	1	94	3	7	0	0	1	165	9	3	8	13	10	0	1	9	4	andet002	eickj001	lylej001	NULL	bourp001	8	galvf001	6	franm004	5	joset001	3	parej002	9	ruizc001	2	hernc005	4	goedt001	7	eickj001	1	blacc001	8	lemad001	4	arenn001	5	gonzc001	9	stort001	6	descd001	7	reynm001	3	woltt001	2	andet002	1	gonzs001	lylej001
63955F82-6580-4AD6-815E-11BFC7E4E487	CLE201609180	20160918	0	Sunday	111	T	D	DET	CLE	CLE08	norrd002	bauet001	bakej902	hobep901	timmt901	everm901	NULL	NULL	21382	NULL	NULL	NULL	NULL	NULL	1	1	75	5	4	0	0	2	218	9	9	5	11	7	2	0	8	3	norrd002	bauet001	rodrf003	NULL	kinsi001	4	maybc001	8	cabrm001	3	martv001	10	martj006	9	uptoj001	7	aybae001	5	mccaj001	2	iglej001	6	davir003	8	kipnj001	4	lindf001	6	napom001	10	santc002	3	ramij003	5	guyeb001	7	almoa001	9	gimec001	2	rodrf003	adama001
7133D581-A2FB-408E-BD1D-11C2AC63BB13	WAS201605142	20160514	2	Saturday	705	F	N	MIA	WAS	WAS11	flork002	roart001	vanol901	marqa901	guccc901	ortir901	NULL	NULL	30019	NULL	NULL	NULL	NULL	NULL	1	1	62	3	7	0	0	2	175	9	7	1	11	5	0	0	9	10	urenj001	roart001	NULL	NULL	dietd001	4	pradm001	5	yelic001	7	stanm004	9	bourj002	3	ozunm001	8	realj001	2	rojam002	6	flork002	1	reveb001	8	renda001	5	murpd006	4	ramow001	2	robic001	3	dendm001	7	heisc001	9	drews001	6	roart001	1	ramoa001	pereo002
736637E1-8EE4-4972-8C67-11D5268C7E5A	HOU201607070	20160707	0	Thursday	710	T	N	OAK	HOU	HOU03	hillr001	fistd001	reybd901	welkb901	danlk901	carav901	NULL	NULL	20933	NULL	NULL	NULL	NULL	NULL	1	1	73	0	0	4	1	5	152	9	3	1	4	3	0	1	6	4	hillr001	fistd001	madsr001	NULL	crisc001	8	lowrj001	4	reddj001	9	valed001	5	davik003	10	vogts001	2	semim001	6	alony001	3	smolj002	7	sprig001	9	gonzm002	3	altuj001	4	corrc001	6	gomec002	8	valbl001	5	gatte001	10	marij002	7	castj006	2	madsr001	neshp001
1EE3F96B-398D-4B6A-A21A-11E688206B92	SFN201604240	20160424	0	Sunday	105	F	D	MIA	SFN	SFO03	conla001	cainm001	blakr901	wolcq901	gormb901	carlm901	NULL	NULL	41509	NULL	NULL	NULL	NULL	NULL	1	1	64	2	20	0	0	2	194	9	5	4	14	12	2	0	9	11	barrk002	osicj001	ramoa001	NULL	gordd002	4	ozunm001	8	yelic001	7	stanm004	9	bourj002	3	dietd001	5	realj001	2	rojam002	6	conla001	1	pagaa001	7	panij002	4	duffm002	5	poseb001	3	pench001	9	browt002	2	crawb001	6	blang001	8	cainm001	1	ramoa001	garcj002
B2C30D34-6CCB-4FD9-9137-121F6E42E9BF	NYN201609040	20160904	0	Sunday	808	F	N	WAS	NYN	NYC20	loper003	lugos001	wolfj901	johna901	cedeg901	coope901	NULL	NULL	30257	NULL	NULL	NULL	NULL	NULL	1	1	76	7	10	0	0	2	179	9	1	5	9	9	0	0	9	4	lugos001	loper003	NULL	NULL	turnt001	8	wertj001	7	murpd006	4	harpb003	9	renda001	5	ramow001	2	zimmr001	3	espid001	6	loper003	1	reyej001	5	cabra002	6	cespy001	7	granc001	8	florw001	4	brucj001	9	lonej001	3	river003	2	lugos001	1	burns001	famij001
9685A263-0A45-48DF-992B-1220003F8754	BAL201605050	20160505	0	Thursday	708	T	N	NYA	BAL	BAL12	tanam001	gausk001	rackd901	vanol901	marqa901	guccc901	NULL	NULL	19598	NULL	NULL	NULL	NULL	NULL	1	1	54	6	2	0	0	0	170	10	0	1	4	7	0	0	3	6	britz001	barbj001	NULL	NULL	ellsj001	8	casts001	4	mccab002	2	teixm001	3	beltc001	10	ackld001	9	hicka001	7	gregd001	6	torrr001	5	machm001	6	jonea003	8	davic003	3	trumm001	9	wietm001	2	kim-h001	7	schoj001	4	alvap001	10	flahr001	5	milla002	britz001
408B2123-298E-4BA1-A731-122CB1EC856E	DET201607150	20160715	0	Friday	711	T	N	KCA	DET	DET05	kenni001	verlj001	gibsg901	carav901	reybd901	welkb901	NULL	NULL	37447	NULL	NULL	NULL	NULL	NULL	1	1	76	2	10	0	0	2	177	9	2	4	5	8	2	1	6	7	verlj001	hochl001	rodrf003	NULL	merrw001	4	hosme001	3	morak001	10	peres002	2	gorda001	7	cuthc001	5	eibnb001	9	escoa003	6	dysoj001	8	kinsi001	4	maybc001	8	cabrm001	3	martv001	10	castn001	5	moyas001	9	mccaj001	2	collt002	7	iglej001	6	flynb001	rodrf003
2807C897-22D2-4A5D-B27E-1274ECA90FA7	TBA201608030	20160803	0	Wednesday	710	T	N	KCA	TBA	STP01	volqe001	odorj001	drakr901	holbs901	davig901	torrc901	NULL	NULL	11149	NULL	NULL	NULL	NULL	NULL	1	1	72	0	0	4	1	5	179	9	0	12	2	14	3	0	5	11	odorj001	volqe001	NULL	NULL	escoa003	6	cuthc001	5	cainl001	9	hosme001	3	morak001	10	peres002	2	gorda001	7	orlap001	8	mondr003	4	forsl001	4	kierk001	8	longe001	5	millb002	6	souzs001	9	dickc002	10	frann001	7	beckt001	3	casac001	2	moylp001	gartr001
77201D7F-7F59-4A90-946D-128F276F721B	BOS201607240	20160724	0	Sunday	135	T	D	MIN	BOS	BOS07	milot001	porcr001	emmep901	davib902	iassd901	fagac901	NULL	NULL	36806	NULL	NULL	NULL	NULL	NULL	1	1	88	3	9	0	0	2	195	9	7	8	9	10	1	1	5	3	porcr001	milot001	ziegb001	NULL	nunee002	6	mauej001	3	sanom001	5	dozib001	4	keplm001	9	vargk001	10	rosae001	7	centj001	2	buxtb001	8	holtb002	9	pedrd001	4	bogax001	6	ramih003	10	bradj001	8	hilla001	5	shawt001	3	brenb002	7	hanir001	2	roget001	ziegb001
BC6C3253-8F13-4188-947C-12A7BD38B2FB	ATL201607010	20160701	0	Friday	738	F	N	MIA	ATL	ATL02	nicoj001	tehej001	rackd901	guccc901	marqa901	vanol901	NULL	NULL	32036	NULL	NULL	NULL	NULL	NULL	1	1	91	4	9	0	0	1	245	12	7	5	17	11	1	0	12	10	wittn001	kellc001	mcgod001	NULL	dietd001	4	pradm001	5	yelic001	7	ozunm001	8	stanm004	9	bourj002	3	realj001	2	hecha001	6	nicoj001	1	incie001	8	darnc001	4	freef001	3	garca004	5	markn001	9	franj004	7	flowt001	2	aybae001	6	tehej001	1	mcgod001	kellc001
8BE0AA60-0674-4CE4-935E-12E263D597E3	TOR201608090	20160809	0	Tuesday	707	T	N	TBA	TOR	TOR02	smyld001	estrm001	rackd901	fagac901	marqa901	vanol901	NULL	NULL	43134	NULL	NULL	NULL	NULL	NULL	1	1	77	1	6	0	0	0	176	9	9	2	15	6	0	2	12	6	smyld001	estrm001	ramie004	NULL	forsl001	4	kierk001	8	longe001	5	millb002	3	mahtm001	7	dickc002	10	souzs001	9	beckt001	6	maill001	2	travd001	4	bautj002	9	donaj001	5	encae001	10	martr004	2	tulot001	6	saunm001	7	smoaj001	3	uptob001	8	ramie004	cecib001
9FEE749D-84EB-4202-87EA-12FF0BC0EBD1	ANA201609180	20160918	0	Sunday	1237	T	D	TOR	ANA	ANA01	strom001	meyea001	buckc901	reynj901	culbf901	gonzm901	NULL	NULL	36270	NULL	NULL	NULL	NULL	NULL	1	1	84	8	6	0	0	1	205	9	0	4	4	10	1	0	7	11	meyea001	strom001	NULL	NULL	travd001	4	donaj001	5	encae001	3	bautj002	9	martr004	10	tulot001	6	navad001	2	saunm001	7	pillk001	8	escoy001	5	calhk001	9	troum001	8	pujoa001	10	cronc002	3	simma001	6	orter001	7	gratj001	2	pennc001	4	schub001	achta001
27DE642D-4435-418F-B806-130B49250B98	BOS201608130	20160813	0	Saturday	710	T	N	ARI	BOS	BOS07	brada001	buchc001	barrt901	barkl901	herna901	littw901	NULL	NULL	37653	NULL	NULL	NULL	NULL	NULL	1	1	68	7	12	0	0	0	192	9	3	6	5	8	1	1	7	5	rossr002	brada001	kimbc001	NULL	seguj002	4	bourm001	8	goldp001	3	lambj001	5	weekr001	10	tomay001	7	owinc001	6	herno002	2	brits001	9	pedrd001	4	bogax001	6	bettm001	9	ortid001	10	ramih003	3	shawt001	5	leons001	2	holtb002	7	benia002	8	loewa001	kimbc001
49197C36-BC09-4BDC-86D4-131ED0A4540B	COL201606090	20160609	0	Thursday	310	F	D	PIT	COL	DEN02	lockj001	bettc001	littw901	barrt901	barkl901	herna901	NULL	NULL	24678	NULL	NULL	NULL	NULL	NULL	1	1	89	3	3	0	0	1	173	9	5	11	7	14	0	3	5	8	delaj001	lockj001	NULL	NULL	jasoj001	3	mccua001	8	polag001	9	marts002	7	freed001	5	harrj002	4	mercj002	6	stewc001	2	lockj001	1	blacc001	8	lemad001	4	arenn001	5	rabur001	7	stort001	6	reynm001	3	parrg001	9	garnd001	2	bettc001	1	luebc001	qualc001
1726178C-22DA-4380-B7A4-138143DEF03B	NYN201604270	20160427	0	Wednesday	710	F	N	CIN	NYN	NYC20	moscj001	harvm001	davig901	blasc901	holbs901	torrc901	NULL	NULL	31481	NULL	NULL	NULL	NULL	NULL	1	1	56	1	16	0	0	1	174	9	2	5	7	5	3	2	6	8	harvm001	moscj001	reeda001	NULL	cozaz001	6	dejei002	4	vottj001	3	suare001	5	mesod001	2	duvaa001	9	sches001	7	moscj001	1	hamib001	8	deaza001	9	wrigd002	5	confm001	7	dudal001	3	walkn001	4	cabra002	6	lagaj001	8	plawk001	2	harvm001	1	ohler001	reeda001
FDA6D1C0-30FB-4B13-BAC0-13B84DE78E76	MIL201605150	20160515	0	Sunday	111	F	D	SDN	MIL	MIL06	vargc002	daviz001	may-b901	nelsj901	diazl901	gonzm901	NULL	NULL	26306	NULL	NULL	NULL	NULL	NULL	1	1	67	0	0	4	1	5	166	9	2	3	7	11	0	0	5	10	boyeb001	quack001	jeffj001	NULL	jankt001	8	norrd001	2	kempm001	9	wallb001	3	uptob001	7	ramia003	6	pirej001	4	rosaa001	5	vargc002	1	villj001	6	genns001	4	lucrj001	2	cartc002	3	nieuk001	8	presa001	7	pereh001	5	florr003	9	daviz001	1	rodnf001	jeffj001
5EB3BD59-129D-49F7-8008-13BDBDF94994	PIT201605250	20160525	0	Wednesday	707	F	N	ARI	PIT	PIT08	delar003	lockj001	guccc901	barbs901	marqa901	vanol901	NULL	NULL	20696	NULL	NULL	NULL	NULL	NULL	1	1	81	8	4	0	0	1	185	9	4	5	9	11	1	0	4	8	lockj001	delar003	melam001	NULL	ahmen001	6	weekr001	9	goldp001	3	castw002	2	drurb001	4	lambj001	5	owinc001	8	tomay001	7	delar003	1	jasoj001	3	mccua001	8	polag001	9	marts002	7	freed001	5	rodrs002	4	mercj002	6	stewc001	2	lockj001	1	clipt001	melam001
9AC92A70-28D0-45D5-A712-13DCA84E48A0	SEA201605240	20160524	0	Tuesday	710	T	N	OAK	SEA	SEA03	gravk001	karnn001	iassd901	scotd901	davib902	barrl901	NULL	NULL	17471	NULL	NULL	NULL	NULL	NULL	1	1	63	0	1	0	0	0	192	9	5	6	9	11	0	0	7	5	montm002	madsr001	NULL	NULL	crisc001	7	burnb002	8	vogts001	2	valed001	5	davik003	10	alony001	3	semim001	6	coghc001	4	smolj002	9	martl004	8	smits002	9	canor001	4	cruzn002	10	seagk001	5	linda001	3	iannc001	2	omals001	6	aokin001	7	madsr001	montm002
7982B959-F62A-4DC2-A149-13DD95DC32D3	NYA201605100	20160510	0	Tuesday	708	T	N	KCA	NYA	NYC21	medlk001	tanam001	herna901	barbs901	littw901	barrt901	NULL	NULL	39128	NULL	NULL	NULL	NULL	NULL	1	1	59	8	9	0	0	0	187	9	7	10	9	13	1	0	4	7	milla002	herrk001	chapa001	NULL	escoa003	6	cainl001	8	hosme001	3	morak001	10	gorda001	7	peres002	2	infao001	4	cuthc001	5	dysoj001	9	gardb001	7	casts001	4	mccab002	2	beltc001	10	ackld001	3	hicka001	8	gregd001	6	headc001	5	gameb001	9	herrk001	chapa001
F3B0954C-5436-431A-AB73-13EB63918427	BAL201608290	20160829	0	Monday	707	T	N	TOR	BAL	BAL12	estrm001	milew001	porta901	barrs901	laynj901	wendh902	NULL	NULL	15532	NULL	NULL	NULL	NULL	NULL	1	1	89	5	4	0	0	1	155	9	5	1	7	4	0	0	5	4	estrm001	milew001	NULL	NULL	bautj002	9	donaj001	5	encae001	10	martr004	2	tulot001	6	uptob001	7	pillk001	8	smoaj001	3	travd001	4	schoj001	4	kim-h001	7	machm001	5	davic003	3	trumm001	9	wietm001	2	alvap001	10	hardj003	6	reimn001	8	benoj001	huntt002
A6023F0C-E17E-48BF-8719-13FDC1591BB6	DET201609280	20160928	0	Wednesday	710	T	N	CLE	DET	DET05	mcalz001	fulmm001	wendh902	reynj901	gibsh902	belld901	NULL	NULL	26934	NULL	NULL	NULL	NULL	NULL	1	1	60	2	2	2	2	0	122	5	3	6	7	8	0	1	8	3	hardb001	coloj002	NULL	NULL	davir003	7	kipnj001	4	lindf001	6	santc002	3	ramij003	5	chisl001	9	crisc001	10	naqut001	8	perer003	2	kinsi001	4	maybc001	8	cabrm001	3	martv001	10	martj006	9	uptoj001	7	castn001	5	mccaj001	2	iglej001	6	coloj002	hardb001
207E8AFF-F628-4704-B258-1425664FBC08	WAS201609290	20160929	0	Thursday	105	F	D	ARI	WAS	WAS11	ray-r002	rossj002	culbf901	gonzm901	hamaa901	buckc901	NULL	NULL	21618	NULL	NULL	NULL	NULL	NULL	1	1	70	7	14	0	0	3	175	9	3	5	6	7	0	0	6	6	loper003	ray-r002	melam001	NULL	seguj002	4	owinc001	6	goldp001	3	lambj001	5	drurb001	7	hanim001	8	brits001	9	goset001	2	ray-r002	1	turnt001	8	difow001	4	wertj001	7	renda001	5	zimmr001	3	espid001	6	taylm002	9	sevep001	2	rossj002	1	hudsd001	melam001
EE0C589D-10E1-4A71-83B4-143FF062AB51	OAK201609110	20160911	0	Sunday	108	T	D	SEA	OAK	OAK01	paxtj001	alcar001	littw901	barkl901	herna901	barrt901	NULL	NULL	13610	NULL	NULL	NULL	NULL	NULL	1	1	61	7	10	0	0	2	172	9	3	2	12	7	0	1	9	5	cishs001	madsr001	diaze006	NULL	aokin001	7	smits002	9	canor001	4	cruzn002	10	seagk001	5	linda001	3	zunim001	2	martl004	8	martk001	6	smolj002	7	semim001	6	valed001	9	davik003	10	healr001	5	vogts001	2	eibnb001	8	alony001	3	pindc001	4	diaze006	madsr001
